key;date;sessionKey;statsSessionId;licenceEstPremium;androidVersion;page;composantUI;cheminNavigation;nombreCmpsntUINonDstnctVisites;nombrePages;nbUiAidesOuverts;
-LyUKhCsc_Fj1rZ8S4ba;13-1-2020 15:37:43;;-LyUKcC7r1SseMSiNOlu;;;TutorielPage;btnFinirTuto;;;;;
-LyUKknNvqzCls8kvnWY;13-1-2020 15:37:58;;-LyUKcC7r1SseMSiNOlu;;;PrevisionsPage;btnMenu;;;;;
-LyUKwMkr3fiUwmqVw1A;13-1-2020 15:38:45;;-LyUKcC7r1SseMSiNOlu;;;SettingsPage;btnRestaurer;;;;;
-LyUKxc9gKa_xZtiJqjb;13-1-2020 15:38:50;;-LyUKcC7r1SseMSiNOlu;;;RestaureAchetePage;btnRestaurer;;;;;
-LyUKy9r_qIMafzazXfh;13-1-2020 15:38:52;-LyUKcECRNAHZ-j5SidU;-LyUKcC7r1SseMSiNOlu;false;8.1.0;RestaureAchetePage;btnRestaurer;app.component>TutorielPage>PrevisionsPage>SettingsPage>RestaureAchetePage;0;4;5;
-LyUTRN97DNIMH03Gp-c;13-1-2020 16:16:0;;-LyUTRN97DNIMH03Gp-c;;;app.component;initApp;;;;;
-LyUTSsVb1HyTGLrupqm;13-1-2020 16:16:6;;-LyUTRN97DNIMH03Gp-c;;;TutorielPage;btnSuivant;;;;;
-LyUTTg1CESnHgLHspXN;13-1-2020 16:16:9;;-LyUTRN97DNIMH03Gp-c;;;TutorielPage;btnSuivant;;;;;
-LyUTZZLrrVV0FG0SRrp;13-1-2020 16:16:33;-LyUTRPKSGuMD-FqhHQM;-LyUTRN97DNIMH03Gp-c;false;9;TutorielPage;btnFinirTuto;app.component>TutorielPage;0;1;3;
-LyUmVsrZiGNMoJbu6rI;13-1-2020 13:13:36;-LyUmVtZ182CKQdcDMNd;-LyUmVsrZiGNMoJbu6rI;false;9;app.component;initApp;app.component;0;0;0;
-LyUmiD4G1UXiuxPI5gn;13-1-2020 13:13:36;;-LyUmiD4G1UXiuxPI5gn;;;app.component;initApp;;;;;
-LyUmjblzf9tYzoaLGF0;13-1-2020 14:00:36;-LyUmjPCs8_kpojhq7H5;-LyUmiD4G1UXiuxPI5gn;false;9;PrevisionsPage;btnGeoloc;app.component>PrevisionsPage;0;1;1;
-LyUmwhGGyzzz-ToXVcB;13-1-2020 14:15:35;;-LyUmwhGGyzzz-ToXVcB;;;app.component;initApp;;;;;
-LyUmyCnyiQB5cHiTnf-;13-1-2020 14:18:36;;-LyUmwhGGyzzz-ToXVcB;;;PrevisionsPage;btnMenu;;;;;
-LyUn0chNPF9GtBjFTaE;13-1-2020 15:15:50;;-LyUmwhGGyzzz-ToXVcB;;;StationsFavoritesModal;btnFermer;;;;;
-LyUn16wiqhUzuMnMlTY;13-1-2020 16:35:52;;-LyUmwhGGyzzz-ToXVcB;;;PrevisionsPage;barreRechSaisir;;;;;
-LyUn31-zTmXVP6CIC6B;13-1-2020 16:36:36;-LyUmy-u9x14hRX4Q_R1;-LyUmwhGGyzzz-ToXVcB;false;9;PrevisionsPage;btnMenu;app.component>PrevisionsPage>StationsFavoritesModal>PrevisionsPage;0;3;4;
-LyV-KKRPjYfJ8GQaH8z;13-1-2020 18:44:0;-LyV-KQwhK-J8-vEfFza;-LyV-KKRPjYfJ8GQaH8z;false;5.1.1;app.component;initApp;app.component;0;0;0;
